deviceid,angle,humidity,date,rpm,temperature,winddirection,windspeed
WindTurbine-8,5.898676247,67.776518,11-Nov-19,7.318669808,26.11999612,E,6.7776518
WindTurbine-8,5.979651881,68.70693803,15-Jul-19,7.419138778,26.47856526,NW,6.870693803
WindTurbine-8,5.360729303,61.59544123,25-Jul-19,6.65122242,23.73790708,N,6.159544123
WindTurbine-8,6.006398392,69.01425873,5-Oct-19,7.452324,26.59700179,NE,6.901425873
WindTurbine-8,5.914416213,67.95737214,10-Aug-19,7.338198869,26.18969445,NE,6.795737214
WindTurbine-8,6.312551776,72.5319989,21-Dec-19,7.83217796,27.95268311,NE,7.25319989
WindTurbine-8,5.951655877,68.38526048,26-Feb-20,7.384403271,26.35459583,NE,6.838526048
WindTurbine-8,5.950152475,68.36798621,31-May-20,7.382537954,26.3479386,NW,6.836798621
WindTurbine-8,5.905850547,67.8589516,5-Nov-19,7.327571184,26.15176473,E,6.78589516
WindTurbine-8,6.464945173,74.28301784,22-Sep-19,8.021257155,28.62749807,N,7.428301784
WindTurbine-8,6.344676614,72.90111725,1-Oct-19,7.872036239,28.09493548,E,7.290111725
WindTurbine-8,6.415689648,73.71706577,26-Mar-20,7.960144303,28.40938911,NE,7.371706577
WindTurbine-8,5.906363565,67.86484623,15-Aug-19,7.3282077,26.15403642,NW,6.786484623
WindTurbine-8,5.821689558,66.89193144,18-Sep-19,7.223150045,25.77909048,SW,6.689193144
WindTurbine-8,5.632409002,64.7170745,21-Oct-19,6.988303813,24.94093508,S,6.47170745
WindTurbine-8,5.921429855,68.03795976,11-Sep-19,7.346900912,26.22075164,W,6.803795976
WindTurbine-8,5.877499546,67.53319509,10-Nov-19,7.292395221,26.02622333,SE,6.753319509
WindTurbine-8,6.086605701,69.93585062,27-Oct-19,7.551839686,26.9521687,N,6.993585062
WindTurbine-8,5.790220953,66.53035329,20-Nov-19,7.184105975,25.63974399,SE,6.653035329
WindTurbine-8,5.911638471,67.92545556,14-Aug-19,7.33475244,26.1773943,NW,6.792545556
WindTurbine-8,5.924368137,68.07172099,30-Aug-19,7.35054653,26.23376268,E,6.807172099
WindTurbine-8,5.633109325,64.72512129,24-Apr-20,6.989172725,24.94403618,SW,6.472512129
WindTurbine-8,5.805792598,66.70927341,8-Feb-20,7.203426196,25.70869697,W,6.670927341
WindTurbine-8,6.081899276,69.88177321,4-Feb-20,7.546000279,26.93132812,E,6.988177321
WindTurbine-8,6.071777572,69.76547359,11-Jul-19,7.533441969,26.88650809,SE,6.976547359
WindTurbine-8,6.098992908,70.07818115,27-Apr-20,7.567208876,27.00702063,SE,7.007818115
WindTurbine-8,6.352047205,72.98580626,29-Sep-19,7.881181159,28.12757328,SE,7.298580626
WindTurbine-8,5.853062601,67.25241157,1-May-20,7.262075548,25.91801381,E,6.725241157
WindTurbine-8,6.111742311,70.22467337,30-Nov-19,7.583027455,27.06347641,NE,7.022467337
WindTurbine-8,5.860743304,67.34066381,18-Aug-19,7.271605235,25.95202482,SW,6.734066381
WindTurbine-8,5.930219932,68.13895883,17-Mar-20,7.357807032,26.25967508,SW,6.813895883
WindTurbine-8,6.218631648,71.45284504,3-Apr-20,7.715648356,27.53679431,SW,7.145284504
WindTurbine-8,6.748668698,69.79046176,22-Jun-20,7.986303757,26.24550884,NW,6.979046176
WindTurbine-8,5.912313148,67.93320768,29-Jan-20,7.335589533,26.18038184,SW,6.793320768
WindTurbine-8,5.654094089,64.96623882,19-Nov-19,7.01520917,25.03695906,N,6.496623882
WindTurbine-8,6.379787952,73.30455086,25-Mar-20,7.915599961,28.2504124,NW,7.330455086
WindTurbine-8,5.929522842,68.13094918,9-Jun-20,7.356942131,26.25658829,E,6.813094918
WindTurbine-8,6.150804197,70.67349925,7-Jul-19,7.631492742,27.2364468,SW,7.067349925
WindTurbine-8,6.045000744,69.45780452,1-Nov-19,7.500219131,26.76793731,E,6.945780452
WindTurbine-8,5.279031289,60.65672097,22-Jan-20,6.549857171,23.37613916,W,6.065672097
WindTurbine-8,5.798849111,66.62949188,13-Feb-20,7.194811197,25.67795043,N,6.662949188
WindTurbine-8,5.976625729,68.67216716,16-Feb-20,7.415384137,26.46516512,SE,6.867216716
WindTurbine-8,5.845223577,67.16234023,2-Sep-19,7.25234943,25.88330174,SE,6.716234023
WindTurbine-8,5.905897583,67.85949204,3-Mar-20,7.327629543,26.151973,N,6.785949204
WindTurbine-8,5.894831275,67.7323388,3-May-20,7.313899233,26.10297016,N,6.77323388
WindTurbine-8,5.60477612,64.39956927,2-Jun-20,6.954018843,24.81857359,NE,6.439956927
WindTurbine-8,5.932612497,68.16644969,25-Nov-19,7.360775561,26.27026962,W,6.816644969
WindTurbine-8,5.693008047,65.41336501,17-Oct-19,7.063490921,25.2092744,NW,6.541336501
WindTurbine-8,6.020250135,69.17341697,2-Nov-19,7.469510286,26.65833885,SE,6.917341697
WindTurbine-8,5.549978046,63.76993264,16-Apr-20,6.88602918,24.57592161,W,6.376993264
WindTurbine-8,6.028415549,69.26723859,16-Nov-19,7.479641367,26.69449622,SW,6.926723859
WindTurbine-8,5.809278597,66.74932797,8-Mar-20,7.207751382,25.72413336,NW,6.674932797
WindTurbine-8,5.802555848,66.67208276,8-Apr-20,7.199410261,25.69436428,N,6.667208276
WindTurbine-8,5.661462368,65.05090125,4-Dec-19,7.024351222,25.06958662,S,6.505090125
WindTurbine-8,6.279920728,72.15706413,22-Dec-19,7.79169161,27.80818919,SW,7.215706413
WindTurbine-8,6.026570151,69.24603474,19-Aug-19,7.477351725,26.68632459,N,6.924603474
WindTurbine-8,5.672545428,65.17824699,13-Sep-19,7.038102317,25.11866365,NE,6.517824699
WindTurbine-8,6.236071802,71.65323456,5-Jan-20,7.737286894,27.61402126,SE,7.165323456
WindTurbine-8,6.020905309,69.180945,26-Jan-20,7.47032318,26.66124004,NW,6.9180945
WindTurbine-8,5.933739242,68.17939614,17-Dec-19,7.362173549,26.27525898,NW,6.817939614
WindTurbine-8,5.753782304,66.11166871,10-Apr-20,7.138895417,25.47838959,NW,6.611166871
WindTurbine-8,6.060120855,69.63153646,23-May-20,7.518979119,26.83489085,NE,6.963153646
WindTurbine-8,6.4141027,73.69883155,21-Sep-19,7.958175328,28.40236193,SW,7.369883155
WindTurbine-8,5.769198348,66.28880097,12-Jan-20,7.15802258,25.54665355,NW,6.628880097
WindTurbine-8,6.143578143,70.59047101,11-Feb-20,7.622527155,27.20444903,E,7.059047101
WindTurbine-8,6.055062404,69.57341424,3-Dec-19,7.512702943,26.81249146,W,6.957341424
WindTurbine-8,6.110412694,70.2093959,3-Jan-20,7.581377757,27.05758872,S,7.02093959
WindTurbine-8,5.844446953,67.15341672,20-Feb-20,7.251385848,25.87986276,S,6.715341672
WindTurbine-8,5.872252578,67.47290679,24-Feb-20,7.285885146,26.00298917,E,6.747290679
WindTurbine-8,5.570736436,64.0084491,15-Apr-20,6.911784755,24.66784207,N,6.40084491
WindTurbine-8,5.818996088,66.86098314,3-Aug-19,7.219808174,25.7671635,SW,6.686098314
WindTurbine-8,5.950794648,68.37536486,5-Feb-20,7.383334718,26.35078221,SE,6.837536486
WindTurbine-8,6.597628326,75.80756364,5-Jul-19,8.185881241,29.21503386,N,7.580756364
WindTurbine-8,5.69433843,65.42865126,18-Oct-19,7.065141567,25.21516548,N,6.542865126
WindTurbine-8,6.2865722,72.23349036,3-Jul-19,7.799944297,27.83764265,SW,7.223349036
WindTurbine-8,5.471360562,62.86660805,26-Jul-19,6.78848604,24.22779463,SW,6.286660805
WindTurbine-8,6.10275587,70.12141805,2-Apr-20,7.5718777,27.02368345,NW,7.012141805
WindTurbine-8,5.622642639,64.60485778,20-Apr-20,6.976186385,24.89768853,NE,6.460485778
WindTurbine-8,5.803540855,66.6834006,27-May-20,7.200632389,25.698726,S,6.66834006
WindTurbine-8,5.89599495,67.74570957,2-Aug-19,7.31534304,26.10812304,W,6.774570957
WindTurbine-8,6.513905475,74.84557775,26-Dec-19,8.082003713,28.84429974,SW,7.484557775
WindTurbine-8,5.642676411,64.83504829,13-Jan-20,7.001042905,24.98640031,NW,6.483504829
WindTurbine-8,6.250240476,71.81603437,22-Mar-20,7.754866405,27.67676173,NE,7.181603437
WindTurbine-8,5.971535152,68.6136758,28-Aug-19,7.409068101,26.44262348,NW,6.86136758
WindTurbine-8,5.9556184,68.43079036,6-Mar-20,7.389319695,26.37214232,E,6.843079036
WindTurbine-8,5.96177884,68.50157458,8-May-20,7.396963144,26.39942144,NE,6.850157458
WindTurbine-8,5.584435564,64.16585377,20-Oct-19,6.928781686,24.72850334,E,6.416585377
WindTurbine-8,5.972571671,68.62558554,27-Jan-20,7.410354143,26.4472133,W,6.862558554
WindTurbine-8,6.175881281,70.96163805,27-Mar-20,7.662606656,27.34749092,NE,7.096163805
WindTurbine-8,5.99862323,68.92492116,3-Nov-19,7.442677116,26.56257251,W,6.892492116
WindTurbine-8,5.928204799,68.11580471,10-Jun-20,7.355306795,26.25075185,NE,6.811580471
WindTurbine-8,6.05189606,69.53703256,17-Aug-19,7.508774362,26.79847054,W,6.953703256
WindTurbine-8,5.917993041,67.99847034,31-Aug-19,7.342636751,26.20553304,N,6.799847034
WindTurbine-8,5.765971205,66.25172068,7-Feb-20,7.154018563,25.5323634,S,6.625172068
WindTurbine-8,5.913241034,67.9438692,11-Oct-19,7.336740789,26.18449062,W,6.79438692
WindTurbine-8,5.850312747,67.22081542,13-Jul-19,7.25866372,25.90583715,W,6.722081542
WindTurbine-8,6.577602223,75.57746124,20-Mar-20,8.161034236,29.12635604,NW,7.557746124
WindTurbine-8,5.935831998,68.20344216,17-May-20,7.364770096,26.28452593,NE,6.820344216
WindTurbine-8,6.324706776,72.67166135,19-Jun-20,7.847259043,28.00650681,NW,7.267166135
WindTurbine-8,6.407180994,73.6193003,20-Jun-20,7.949587354,28.37171184,W,7.36193003
WindTurbine-8,6.077765351,69.83427391,12-Jul-19,7.540871191,26.91302265,SE,6.983427391
WindTurbine-8,6.474023594,74.38733001,25-Sep-19,8.032521032,28.66769833,N,7.438733001
WindTurbine-8,5.763597883,66.22445092,14-Jan-20,7.151073909,25.52185406,SE,6.622445092
WindTurbine-8,5.988676559,68.81063268,8-Jan-20,7.430335974,26.51852754,SE,6.881063268
WindTurbine-8,5.786778514,66.49079923,2-May-20,7.179834834,25.62450048,NE,6.649079923
WindTurbine-8,6.110784599,70.21366913,30-Jul-19,7.581839191,27.05923556,NW,7.021366913
WindTurbine-8,6.05988993,69.62888311,12-Nov-19,7.518692604,26.83386829,W,6.962888311
WindTurbine-8,5.869349139,67.4395459,10-May-20,7.282282759,25.99013242,N,6.74395459
WindTurbine-8,5.793445683,66.56740583,30-May-20,7.188106997,25.65402345,SW,6.656740583
WindTurbine-8,6.069797199,69.74271885,5-Aug-19,7.530984858,26.87773878,NW,6.974271885
WindTurbine-8,5.745852817,66.02055793,12-Oct-19,7.129057059,25.44327694,N,6.602055793
WindTurbine-8,5.150379975,59.17850149,24-Jan-20,6.390235511,22.8064568,W,5.917850149
WindTurbine-8,6.050866315,69.52520066,16-Sep-19,7.507496726,26.79391071,NW,6.952520066
WindTurbine-8,5.810145288,66.75928636,9-Dec-19,7.208826713,25.72797117,NW,6.675928636
WindTurbine-8,6.00004294,68.94123382,26-May-20,7.444438595,26.56885914,E,6.894123382
WindTurbine-8,6.300104492,72.38897808,4-Jul-19,7.816734231,27.89756515,NW,7.238897808
WindTurbine-8,5.977552353,68.68281419,4-Aug-19,7.416533829,26.46926832,S,6.868281419
WindTurbine-8,6.202267239,71.26481596,31-Dec-19,7.695344529,27.46433089,S,7.126481596
WindTurbine-8,5.876883446,67.52611603,13-Mar-20,7.291630807,26.02349517,N,6.752611603
WindTurbine-8,6.131852439,70.45574122,11-Aug-19,7.607978711,27.1525263,W,7.045574122
WindTurbine-8,5.618862151,64.5614195,16-Jan-20,6.971495817,24.88094811,E,6.45614195
WindTurbine-8,6.456714095,74.18844174,27-Jun-19,8.011044602,28.59104994,SW,7.418844174
WindTurbine-8,6.529087668,75.02002302,23-Sep-19,8.10084073,28.91152819,NW,7.502002302
WindTurbine-8,6.02506947,69.22879173,20-May-20,7.475489783,26.67967941,NE,6.922879173
WindTurbine-8,6.122798205,70.35170695,8-Dec-19,7.596744843,27.11243314,E,7.035170695
WindTurbine-8,5.646535052,64.87938456,17-Sep-19,7.00583044,25.0034868,W,6.487938456
WindTurbine-8,6.034503562,69.33719061,4-Jan-20,7.487194953,26.72145462,SE,6.933719061
WindTurbine-8,5.676708333,65.22607927,17-Jul-19,7.043267361,25.13709745,NE,6.522607927
WindTurbine-8,5.902032744,67.81508456,14-Nov-19,7.322834318,26.13485907,NW,6.781508456
WindTurbine-8,5.739784958,65.95083748,11-Mar-20,7.121528478,25.41640778,W,6.595083748
WindTurbine-8,5.718967317,65.71164021,9-May-20,7.095699388,25.32422494,N,6.571164021
WindTurbine-8,6.031629751,69.30417017,11-Jan-20,7.483629327,26.70872906,NW,6.930417017
WindTurbine-8,5.898135118,67.77030036,29-May-20,7.317998412,26.11759994,E,6.777030036
WindTurbine-8,6.047171217,69.48274353,21-Nov-19,7.502912104,26.77754841,N,6.948274353
WindTurbine-8,6.435475843,73.9444116,24-Dec-19,7.984693646,28.49700459,W,7.39444116
WindTurbine-8,5.770305566,66.30152303,25-Feb-20,7.159396339,25.55155643,E,6.630152303
WindTurbine-8,5.907962323,67.88321616,16-Oct-19,7.330191329,26.1611159,NW,6.788321616
WindTurbine-8,5.797618893,66.61535654,15-Feb-20,7.193284828,25.67250289,E,6.661535654
WindTurbine-8,5.971779253,68.61648056,1-Mar-20,7.409370966,26.44370439,NW,6.861648056
WindTurbine-8,6.059518194,69.62461182,1-Jun-20,7.51823138,26.8322222,W,6.962461182
WindTurbine-8,5.788004596,66.50488707,9-Mar-20,7.181356072,25.62992971,SE,6.650488707
WindTurbine-8,5.781717355,66.4326459,13-Apr-20,7.173555299,25.60208911,N,6.64326459
WindTurbine-8,5.311810571,61.03335896,22-Apr-20,6.590527438,23.52128948,E,6.103335896
WindTurbine-8,6.51362604,74.84236701,24-Jun-19,8.08165701,28.84306238,N,7.484236701
WindTurbine-8,6.452741111,74.14279166,23-Mar-20,8.006115198,28.57345712,W,7.414279166
WindTurbine-8,5.726088407,65.79346242,13-Oct-19,7.104534745,25.35575793,E,6.579346242
WindTurbine-8,5.787621781,66.50048847,10-Mar-20,7.180881101,25.62823456,SW,6.650048847
WindTurbine-8,5.902864073,67.82463664,17-Nov-19,7.323865773,26.13854028,N,6.782463664
WindTurbine-8,6.297817247,72.36269735,28-Jun-19,7.813896375,27.88743698,W,7.236269735
WindTurbine-8,5.994170562,68.87375946,7-Dec-19,7.437152554,26.5428556,NW,6.887375946
WindTurbine-8,5.967773873,68.57045825,9-Jan-20,7.404401367,26.42596812,S,6.857045825
WindTurbine-8,5.665266121,65.09460685,7-Jun-20,7.029070656,25.08643006,SW,6.509460685
WindTurbine-8,6.016389942,69.12906288,3-Feb-20,7.464720825,26.64124549,E,6.912906288
WindTurbine-8,5.960252662,68.4840386,10-Feb-20,7.395069567,26.39266335,NE,6.84840386
WindTurbine-8,5.420062063,62.27718196,23-Apr-20,6.724838407,24.00063915,W,6.227718196
WindTurbine-8,5.788824742,66.51431065,10-Oct-19,7.182373653,25.63356141,SW,6.651431065
WindTurbine-8,5.309846151,61.01078753,24-Oct-19,6.588090121,23.5125908,N,6.101078753
WindTurbine-8,6.191598749,71.14223369,14-Feb-20,7.682107804,27.41708962,E,7.114223369
WindTurbine-8,6.568149342,75.46884648,24-Sep-19,8.149305755,29.08449763,SE,7.546884648
WindTurbine-8,6.002566667,68.97023175,13-Nov-19,7.447569861,26.58003449,SE,6.897023175
WindTurbine-8,5.758373225,66.16441896,10-Jan-20,7.144591515,25.4987187,SW,6.616441896
WindTurbine-8,6.049953946,69.51471742,9-Feb-20,7.506364721,26.78987064,NW,6.951471742
WindTurbine-8,5.879134128,67.55197664,31-Jan-20,7.294423298,26.03346144,SE,6.755197664
WindTurbine-8,6.027057052,69.25162929,5-May-20,7.477955838,26.68848064,NW,6.925162929
WindTurbine-8,5.684459651,65.31514287,6-Jun-20,7.052884661,25.17142115,N,6.531514287
WindTurbine-8,5.827469605,66.9583449,12-Dec-19,7.230321529,25.80468518,W,6.69583449
WindTurbine-8,5.848949715,67.20515401,16-Dec-19,7.256972564,25.8998015,SE,6.720515401
WindTurbine-8,5.82254743,66.9017885,21-Feb-20,7.224214434,25.78288923,N,6.69017885
WindTurbine-8,6.009877965,69.05423946,27-Aug-19,7.456641214,26.61240973,S,6.905423946
WindTurbine-8,5.583098566,64.1504915,18-Apr-20,6.927122832,24.72258296,NW,6.41504915
WindTurbine-8,5.895881956,67.74441125,15-Jun-20,7.315202845,26.10762269,SE,6.774441125
WindTurbine-8,6.301598542,72.40614489,18-Jun-20,7.818587945,27.90418097,E,7.240614489
WindTurbine-8,5.87544323,67.50956777,1-Aug-19,7.289843887,26.01711773,S,6.750956777
WindTurbine-8,5.522350427,63.45248789,18-Jan-20,6.85175074,24.45358343,SE,6.345248789
WindTurbine-8,6.23202849,71.60677641,6-Oct-19,7.732270232,27.59611702,S,7.160677641
WindTurbine-8,5.754142423,66.11580653,17-Jan-20,7.139342229,25.47998424,SW,6.611580653
WindTurbine-8,5.894932195,67.73349838,19-Feb-20,7.314024447,26.10341705,SW,6.773349838
WindTurbine-8,6.158090362,70.75721819,21-Mar-20,7.640532913,27.26871075,E,7.075721819
WindTurbine-8,5.857055219,67.29828725,28-Nov-19,7.267029313,25.93569357,N,6.729828725
WindTurbine-8,6.039306154,69.39237298,30-Jan-20,7.493153677,26.74272103,E,6.939237298
WindTurbine-8,5.607971778,64.43628777,14-Jun-20,6.957983794,24.83272432,W,6.443628777
WindTurbine-8,6.34989033,72.96102349,28-Mar-20,7.878505057,28.11802239,N,7.296102349
WindTurbine-8,5.833536946,67.02805939,26-Aug-19,7.237849466,25.83155204,E,6.702805939
WindTurbine-8,5.751001,66.07971119,7-May-20,7.135444569,25.46607367,S,6.607971119
WindTurbine-8,5.97605689,68.66563113,1-Apr-20,7.414678361,26.46264624,N,6.866563113
WindTurbine-8,5.898380188,67.77311625,16-Jun-20,7.318302479,26.11868514,SE,6.777311625
WindTurbine-8,5.912223559,67.93217828,1-Sep-19,7.335478376,26.17998513,SE,6.793217828
WindTurbine-8,6.050238099,69.51798238,6-Nov-19,7.506717279,26.7911289,N,6.951798238
WindTurbine-8,5.866735982,67.40952041,12-Feb-20,7.279040535,25.97856107,E,6.740952041
WindTurbine-8,5.872971599,67.48116842,16-Mar-20,7.286777257,26.00617307,SE,6.748116842
WindTurbine-8,5.981430288,68.72737214,6-Sep-19,7.421345303,26.48644024,E,6.872737214
WindTurbine-8,6.088012592,69.95201596,16-Aug-19,7.553585259,26.95839857,S,6.995201596
WindTurbine-8,6.303885438,72.43242161,27-Sep-19,7.821425367,27.9143076,NW,7.243242161
WindTurbine-8,6.287122544,72.23981389,23-Dec-19,7.800627126,27.84007964,S,7.223981389
WindTurbine-8,5.674882771,65.20510335,19-Jul-19,7.041002331,25.12901366,W,6.520510335
WindTurbine-8,6.114533552,70.25674507,4-Nov-19,7.586490634,27.07583634,SE,7.025674507
WindTurbine-8,5.886457568,67.63612387,9-Apr-20,7.303509716,26.06589045,E,6.763612387
WindTurbine-8,5.919011685,68.01017469,6-Jan-20,7.343900614,26.21004371,SE,6.801017469
WindTurbine-8,5.918939487,68.00934513,6-Dec-19,7.343811036,26.20972401,E,6.800934513
WindTurbine-8,6.067040217,69.7110408,25-Jan-20,7.527564186,26.86553056,SE,6.97110408
WindTurbine-8,5.259156211,60.42835386,28-Jul-19,6.525197547,23.2881301,SE,6.042835386
WindTurbine-8,5.414614197,62.21458531,23-Jan-20,6.718079071,23.97651539,N,6.221458531
WindTurbine-8,5.930716766,68.14466752,29-Aug-19,7.35842347,26.26187512,SE,6.814466752
